features_id,bedrooms,squareFootage,features,bathrooms,lotSize
133,4.0,1930.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,4541.0
134,4.0,1466.0,"{'floorCount': 1, 'garage': True, 'garageType': 'Undefined Type', 'cooling': True, 'coolingType': 'Central', 'heatingType': 'Warm Air', 'architectureType': 'Split Level', 'garageSpaces': 2, 'fireplace': True, 'fireplaceType': 'Masonry', 'roomCount': 7, 'exteriorType': 'Frame'}",3.0,10354.0
135,3.0,995.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",2.0,43560.0
136,0.0,0.0,{},0.0,6743.0
137,2.0,2112.0,"{'architectureType': 'Raised Ranch', 'exteriorType': 'Composition', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Underground / Basement', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",1.0,56628.0
138,0.0,1144.0,"{'floorCount': 1, 'architectureType': 'Mobile Home'}",0.0,0.0
139,2.0,1159.0,"{'architectureType': 'Conventional', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Floor / Wall', 'roomCount': 7, 'unitCount': 1}",1.0,3150.0
140,3.0,1598.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Electric', 'roomCount': 5, 'unitCount': 1}",2.0,23000.0
141,2.0,950.0,"{'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",1.0,8400.0
142,2.0,777.0,"{'architectureType': 'Traditional', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roomCount': 4, 'unitCount': 3}",1.0,5001.0
143,2.0,1094.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.5,615.0
144,4.0,2114.0,{'floorCount': 2},3.5,8712.0
145,0.0,5938.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Siding', 'fireplace': True, 'fireplaceType': '2 Story Brick Chimney', 'floorCount': 2, 'garage': True, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",4.5,112820.0
146,2.0,1025.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 5, 'unitCount': 1, 'foundationType': 'Raised'}",1.5,10450.0
147,3.0,966.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum Siding', 'floorCount': 1, 'foundationType': 'Wood', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 5, 'unitCount': 1}",1.0,7500.0
148,3.0,1560.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1, 'garageSpaces': 2}",2.5,3764.0
149,4.0,2396.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",2.5,20038.0
150,0.0,1785.0,"{'floorCount': 2, 'unitCount': 1}",0.0,1855.0
151,3.0,2743.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 7}",3.5,23958.0
152,1.0,700.0,{},1.0,0.0
153,4.0,3100.0,"{'cooling': True, 'exteriorType': 'Wood', 'floorCount': 1, 'heating': True, 'heatingType': 'Hot Water / Steam', 'roofType': 'Asphalt', 'roomCount': 9, 'unitCount': 2}",2.0,117612.0
154,3.0,1635.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}",2.0,18818.0
155,3.0,1408.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 6, 'unitCount': 1}",3.5,1760.0
156,0.0,1571.0,"{'fireplace': True, 'floorCount': 2, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",0.0,9670.0
157,4.0,2224.0,"{'architectureType': 'Traditional', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 4, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",1.5,6534.0
158,2.0,1433.0,unknown,2.0,82328.0
159,2.0,1843.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6}",3.5,0.0
160,3.0,1240.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Floor / Wall', 'roofType': 'Composition Shingle'}",2.0,21780.0
161,4.0,3784.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",3.0,10043.0
162,4.0,1531.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central'}",4.0,8712.0
163,4.0,2465.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air'}",4.0,7492.0
164,1.0,610.0,unknown,1.0,0.0
165,3.0,1590.0,"{'cooling': True, 'coolingType': 'Commercial', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",2.0,4400.0
166,3.0,864.0,"{'architectureType': 'Bi-Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 7, 'unitCount': 1}",1.5,8485.0
167,4.0,3487.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",3.0,10283.0
168,0.0,1080.0,"{'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'unitCount': 1}",0.0,0.0
169,2.0,983.0,unknown,1.0,0.0
170,2.0,1080.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",2.0,0.0
171,4.0,1519.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'fireplace': True, 'floorCount': 2, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}",3.5,5173.0
172,0.0,1348.0,"{'floorCount': 1, 'garage': True, 'garageType': 'Garage'}",1.0,8316.0
173,3.0,964.0,"{'architectureType': 'Ranch', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}",1.0,5000.0
174,4.0,2818.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,9997.0
175,0.0,1676.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",1.0,23566.0
176,3.0,1204.0,"{'architectureType': 'Modular', 'cooling': True, 'coolingType': 'Commercial', 'foundationType': 'Pier / Post & Beam', 'heating': True, 'roofType': 'Composition Shingle'}",2.0,26572.0
177,2.0,960.0,"{'architectureType': 'Modular', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air'}",2.0,0.0
178,4.0,1722.0,"{'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,8464.0
179,0.0,1568.0,{'architectureType': 'Mobile Home'},0.0,0.0
180,2.0,1457.0,{},2.0,0.0
181,0.0,1743.0,"{'cooling': True, 'coolingType': 'Evaporative', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 9, 'unitCount': 1}",2.0,7843.0
182,4.0,1343.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'roofType': 'Wood Shingle', 'unitCount': 1}",2.0,11543.0
183,3.0,1345.0,"{'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'unitCount': 1}",2.0,8114.0
184,2.0,1047.0,"{'floorCount': 3, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 4, 'unitCount': 6, 'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Chilled Water'}",2.0,350.0
185,3.0,2304.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.5,8712.0
186,2.0,1470.0,unknown,1.0,2614.0
187,2.0,1248.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'unitCount': 2}",1.5,4611.0
188,4.0,1543.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 3, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'unitCount': 1, 'architectureType': 'Split Level'}",1.0,13939.0
189,4.0,3256.0,"{'cooling': True, 'coolingType': 'Central', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 12, 'unitCount': 1}",1.5,10803.0
190,0.0,1324.0,"{'exteriorType': 'Wood', 'floorCount': 1, 'unitCount': 1}",0.0,5001.0
191,0.0,1344.0,"{'architectureType': 'Mobile Home', 'floorCount': 1, 'garage': True, 'garageType': 'Carport'}",0.0,30492.0
192,3.0,1596.0,"{'architectureType': 'Other', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 5, 'unitCount': 1}",2.0,436.0
193,3.0,1260.0,"{'architectureType': 'Cape Cod', 'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,6186.0
194,3.0,1711.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,5806.0
195,3.0,1424.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Furnace', 'roofType': 'Composition Shingle', 'roomCount': 6}",1.5,5750.0
196,4.0,2335.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Wood Shingle', 'roomCount': 8, 'unitCount': 1}",2.5,6669.0
197,3.0,1259.0,"{'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageType': 'Garage', 'roofType': 'Shingle', 'roomCount': 6, 'unitCount': 1}",1.0,0.0
198,0.0,2035.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Heat Pump', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Tile'}",2.5,12632.0
199,3.0,1329.0,"{'architectureType': 'Contemporary', 'fireplace': True, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 6, 'unitCount': 1}",2.0,7500.0
200,4.0,2724.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Wood', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 7, 'unitCount': 1}",3.0,16300.0
201,3.0,1042.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'heating': True, 'heatingType': 'Central', 'roofType': 'Fiberglass', 'unitCount': 1}",2.0,261360.0
202,3.0,1481.0,"{'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 7, 'unitCount': 1}",3.0,4800.0
203,0.0,0.0,"{'architectureType': 'Mobile Home', 'unitCount': 1}",0.0,13504.0
204,3.0,1510.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shingle', 'unitCount': 1}",2.0,15804.0
205,4.0,1522.0,"{'exteriorType': 'Shingle', 'heating': True, 'heatingType': 'Floor / Wall', 'architectureType': 'Multi-Unit Building'}",2.0,7950.0
206,0.0,435.0,{'unitCount': 1},0.0,5014.0
207,12.0,3991.0,{},3.0,0.0
208,3.0,1315.0,unknown,3.5,0.0
209,0.0,1555.0,"{'exteriorType': 'Wood', 'floorCount': 1}",0.0,26000.0
210,0.0,0.0,unknown,0.0,67082.0
211,3.0,712.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",1.0,17860.0
212,3.0,1713.0,"{'cooling': True, 'coolingType': 'Package', 'exteriorType': 'Stucco', 'floorCount': 2, 'foundationType': 'Footing', 'garage': True, 'garageType': 'Garage', 'heating': True, 'roofType': 'Composition Shingle'}",2.5,2178.0
213,0.0,1802.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Concrete Tile', 'roomCount': 7, 'unitCount': 1}",2.0,6000.0
214,2.0,2160.0,unknown,2.0,0.0
215,0.0,1972.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",2.0,87556.0
216,3.0,1350.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,7688.0
217,3.0,1680.0,"{'architectureType': 'Mobile Home', 'floorCount': 1}",2.0,28314.0
218,4.0,4313.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 10, 'unitCount': 1}",4.0,108682.0
219,3.0,1540.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Heat Pump', 'unitCount': 1, 'roomCount': 5}",2.0,0.0
220,0.0,1379.0,{},0.0,11500.0
221,3.0,1140.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,9583.0
222,3.0,1107.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'roomCount': 8}",2.0,0.0
223,2.0,936.0,"{'exteriorType': 'OTHER', 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 5, 'unitCount': 1}",1.5,5663.0
224,5.0,5424.0,"{'unitCount': 1, 'fireplace': True, 'floorCount': 2, 'roomCount': 9}",4.0,7245.0
225,4.0,2944.0,unknown,3.5,217800.0
226,4.0,1849.0,"{'architectureType': 'Contemporary', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Concrete', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'roofType': 'Built-up', 'roomCount': 7, 'unitCount': 1}",2.0,7250.0
227,3.0,2659.0,"{'exteriorType': 'OTHER', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 8, 'unitCount': 1}",2.0,7000.0
228,0.0,3181.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'viewType': 'Water'}",4.0,9420.0
229,2.0,924.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Wall', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Floor / Wall', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",1.0,7013.0
230,3.0,1936.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,10000.0
231,5.0,2672.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Metal', 'unitCount': 1}",3.0,162479.0
232,4.0,2170.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 8, 'unitCount': 1}",2.5,7701.0
233,5.0,2854.0,unknown,2.0,5000.0
234,3.0,1574.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Masonry', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 6}",2.0,8856.0
235,0.0,930.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'foundationType': 'Block with Runner', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,5497.0
236,3.0,960.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",1.0,9583.0
237,3.0,1394.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,6534.0
238,5.0,2440.0,unknown,3.0,5900.0
239,6.0,2944.0,"{'exteriorType': 'Asbestos Shingle', 'floorCount': 2, 'heating': True, 'heatingType': 'Radiant', 'roofType': 'Asphalt', 'roomCount': 18, 'unitCount': 2}",2.0,6216.0
240,3.0,1366.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 5, 'unitCount': 1}",2.0,7349.0
241,4.0,2923.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 7}",2.5,4238.0
242,3.0,2095.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Other', 'roomCount': 8, 'unitCount': 1}",3.0,10485.0
243,3.0,1060.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Roll Composition', 'roomCount': 6, 'unitCount': 1}",1.5,6098.0
244,4.0,1415.0,unknown,3.0,0.0
245,3.0,1941.0,unknown,1.5,0.0
246,3.0,1066.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,9375.0
247,3.0,1675.0,"{'exteriorType': 'Frame Siding', 'floorCount': 1, 'roomCount': 3}",2.0,435600.0
248,2.0,855.0,unknown,1.0,0.0
249,4.0,2914.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 7}",2.0,13234.0
250,5.0,1556.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",3.0,6098.0
251,4.0,1371.0,"{'architectureType': 'Split Level', 'exteriorType': 'Stucco', 'floorCount': 3, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Baseboard', 'roomCount': 7, 'unitCount': 1}",1.0,1800.0
252,4.0,3200.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 9}",4.0,0.0
253,4.0,2542.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Gas', 'roomCount': 9, 'unitCount': 1}",2.0,10803.0
254,4.0,1980.0,"{'exteriorType': 'OTHER', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'roofType': 'Composition Shingle'}",2.5,5401.0
255,1.0,672.0,"{'cooling': True, 'coolingType': 'Package', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'foundationType': 'Footing', 'heating': True, 'heatingType': 'Package', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,1133.0
